counts  d_counts        d_time  cpm     uSv/h
0000026044      0000000019         5.001         227.954           1.527
0000026074      0000000030         5.001         359.928           2.412
0000026098      0000000024         5.001         287.942           1.929
0000026131      0000000033         5.002         395.842           2.652
0000026159      0000000028         5.001         335.933           2.251
0000026190      0000000031         5.001         371.926           2.492
0000026205      0000000015         5.001         179.964           1.206
0000026229      0000000024         5.018         286.967           1.923
0000026255      0000000026         5.001         311.938           2.090
0000026280      0000000025         5.001         299.940           2.010
0000026299      0000000019         5.001         227.954           1.527
0000026315      0000000016         5.000         192.000           1.286
0000026335      0000000020         5.001         239.952           1.608
0000026354      0000000019         5.001         227.954           1.527
0000026382      0000000028         5.001         335.933           2.251
0000026412      0000000030         5.001         359.928           2.412
0000026450      0000000038         5.000         456.000           3.055
0000026473      0000000023         5.001         275.945           1.849
0000026496      0000000023         5.001         275.945           1.849
0000026530      0000000034         5.001         407.918           2.733
0000026556      0000000026         5.001         311.938           2.090
0000026578      0000000022         5.000         264.000           1.769
0000026597      0000000019         5.001         227.954           1.527
0000026627      0000000030         5.001         359.928           2.412
0000026654      0000000027         5.001         323.935           2.170
0000026677      0000000023         5.002         275.890           1.848
0000026696      0000000019         5.001         227.954           1.527
0000026721      0000000025         5.001         299.940           2.010
0000026748      0000000027         5.001         323.935           2.170
0000026777      0000000029         5.001         347.930           2.331
0000026805      0000000028         5.006         335.597           2.249
0000026827      0000000022         5.001         263.947           1.768
0000026856      0000000029         5.001         347.930           2.331
0000026887      0000000031         5.001         371.926           2.492
0000026913      0000000026         5.000         312.000           2.090
0000026935      0000000022         5.011         263.420           1.765
0000026967      0000000032         5.001         383.923           2.572
0000026996      0000000029         5.005         347.652           2.329
0000027026      0000000030         5.000         360.000           2.412
0000027060      0000000034         5.001         407.918           2.733
0000027084      0000000024         5.001         287.942           1.929
0000027117      0000000033         5.001         395.921           2.653
0000027147      0000000030         5.002         359.856           2.411
0000027175      0000000028         5.001         335.933           2.251
0000027206      0000000031         5.001         371.926           2.492
0000027227      0000000021         5.001         251.950           1.688
0000027245      0000000018         5.001         215.957           1.447
0000027278      0000000033         5.010         395.210           2.648
0000027306      0000000028         5.001         335.933           2.251
0000027329      0000000023         5.001         275.945           1.849
0000027361      0000000032         5.010         383.234           2.568
0000027383      0000000022         5.001         263.947           1.768
0000027406      0000000023         5.001         275.945           1.849
0000027428      0000000022         5.009         263.526           1.766
0000027454      0000000026         5.000         312.000           2.090
0000027476      0000000022         5.001         263.947           1.768
0000027502      0000000026         5.001         311.938           2.090
0000027523      0000000021         5.001         251.950           1.688
0000027549      0000000026         5.020         310.757           2.082
0000027580      0000000031         5.001         371.926           2.492
0000027595      0000000015         5.001         179.964           1.206
0000027611      0000000016         5.016         191.388           1.282
0000027643      0000000032         5.001         383.923           2.572
0000027670      0000000027         5.001         323.935           2.170
0000027698      0000000028         5.000         336.000           2.251
0000027729      0000000031         5.001         371.926           2.492
0000027758      0000000029         5.001         347.930           2.331
0000027781      0000000023         5.001         275.945           1.849
0000027813      0000000032         5.001         383.923           2.572
0000027840      0000000027         5.000         324.000           2.171
0000027864      0000000024         5.001         287.942           1.929
0000027894      0000000030         5.019         358.637           2.403
0000027910      0000000016         5.000         192.000           1.286
0000027936      0000000026         5.001         311.938           2.090
0000027968      0000000032         5.001         383.923           2.572
0000027994      0000000026         5.016         311.005           2.084
0000028022      0000000028         5.001         335.933           2.251
0000028047      0000000025         5.001         299.940           2.010
0000028075      0000000028         5.001         335.933           2.251
0000028102      0000000027         5.001         323.935           2.170
0000028119      0000000017         5.000         204.000           1.367
0000028137      0000000018         5.001         215.957           1.447
0000028164      0000000027         5.001         323.935           2.170
0000028187      0000000023         5.001         275.945           1.849
0000028211      0000000024         5.018         286.967           1.923
0000028238      0000000027         5.001         323.935           2.170
0000028264      0000000026         5.001         311.938           2.090
0000028285      0000000021         5.002         251.899           1.688
0000028305      0000000020         5.001         239.952           1.608
0000028336      0000000031         5.001         371.926           2.492
0000028369      0000000033         5.001         395.921           2.653
0000028395      0000000026         5.001         311.938           2.090
0000028421      0000000026         5.000         312.000           2.090
0000028443      0000000022         5.001         263.947           1.768
0000028467      0000000024         5.015         287.139           1.924
0000028491      0000000024         5.002         287.885           1.929
0000028515      0000000024         5.001         287.942           1.929
0000028543      0000000028         5.007         335.530           2.248
0000028570      0000000027         5.001         323.935           2.170
0000028590      0000000020         5.002         239.904           1.607
0000028614      0000000024         5.001         287.942           1.929
0000028636      0000000022         5.001         263.947           1.768
0000028660      0000000024         5.001         287.942           1.929
0000028679      0000000019         5.001         227.954           1.527
0000028697      0000000018         5.000         216.000           1.447
0000028723      0000000026         5.001         311.938           2.090
0000028752      0000000029         5.003         347.791           2.330
0000028778      0000000026         5.011         311.315           2.086
0000028797      0000000019         5.004         227.818           1.526
0000028822      0000000025         5.001         299.940           2.010
0000028837      0000000015         5.001         179.964           1.206
0000028863      0000000026         5.001         311.938           2.090
0000028884      0000000021         5.000         252.000           1.688
0000028907      0000000023         5.017         275.065           1.843
0000028939      0000000032         5.001         383.923           2.572
0000028967      0000000028         5.000         336.000           2.251
0000028992      0000000025         5.001         299.940           2.010
0000029022      0000000030         5.001         359.928           2.412
0000029052      0000000030         5.001         359.928           2.412
0000029076      0000000024         5.001         287.942           1.929
0000029098      0000000022         5.000         264.000           1.769
0000029119      0000000021         5.001         251.950           1.688
0000029143      0000000024         5.001         287.942           1.929
0000029171      0000000028         5.001         335.933           2.251
0000029194      0000000023         5.001         275.945           1.849
0000029224      0000000030         5.000         360.000           2.412
0000029254      0000000030         5.001         359.928           2.412
0000029279      0000000025         5.001         299.940           2.010
0000029312      0000000033         5.005         395.604           2.651
0000029343      0000000031         5.012         371.109           2.486
0000029371      0000000028         5.001         335.933           2.251
0000029399      0000000028         5.001         335.933           2.251
0000029418      0000000019         5.001         227.954           1.527
0000029458      0000000040         5.000         480.000           3.216
0000029484      0000000026         5.001         311.938           2.090
0000029508      0000000024         5.001         287.942           1.929
0000029534      0000000026         5.001         311.938           2.090
0000029556      0000000022         5.002         263.894           1.768
0000029577      0000000021         5.001         251.950           1.688
0000029608      0000000031         5.001         371.926           2.492
0000029634      0000000026         5.001         311.938           2.090
0000029653      0000000019         5.001         227.954           1.527
0000029676      0000000023         5.000         276.000           1.849
0000029699      0000000023         5.001         275.945           1.849
0000029720      0000000021         5.001         251.950           1.688
0000029741      0000000021         5.001         251.950           1.688
0000029763      0000000022         5.001         263.947           1.768
0000029785      0000000022         5.000         264.000           1.769
0000029818      0000000033         5.001         395.921           2.653
0000029843      0000000025         5.001         299.940           2.010
0000029866      0000000023         5.001         275.945           1.849
0000029894      0000000028         5.001         335.933           2.251
0000029915      0000000021         5.000         252.000           1.688
0000029933      0000000018         5.001         215.957           1.447
0000029957      0000000024         5.001         287.942           1.929
0000029982      0000000025         5.001         299.940           2.010
0000030008      0000000026         5.001         311.938           2.090
0000030035      0000000027         5.000         324.000           2.171
0000030058      0000000023         5.001         275.945           1.849
0000030078      0000000020         5.001         239.952           1.608
0000030101      0000000023         5.001         275.945           1.849
0000030130      0000000029         5.006         347.583           2.329
0000030157      0000000027         5.001         323.935           2.170
0000030183      0000000026         5.001         311.938           2.090
0000030202      0000000019         5.001         227.954           1.527
0000030227      0000000025         5.001         299.940           2.010
0000030246      0000000019         5.000         228.000           1.528
0000030277      0000000031         5.001         371.926           2.492
0000030298      0000000021         5.001         251.950           1.688
0000030320      0000000022         5.001         263.947           1.768
0000030347      0000000027         5.001         323.935           2.170
0000030374      0000000027         5.000         324.000           2.171
0000030410      0000000036         5.001         431.914           2.894
0000030431      0000000021         5.001         251.950           1.688
0000030453      0000000022         5.001         263.947           1.768
0000030483      0000000030         5.014         358.995           2.405
0000030507      0000000024         5.001         287.942           1.929
0000030530      0000000023         5.001         275.945           1.849
0000030552      0000000022         5.001         263.947           1.768
0000030582      0000000030         5.000         360.000           2.412
0000030609      0000000027         5.003         323.806           2.169
0000030631      0000000022         5.001         263.947           1.768
0000030654      0000000023         5.001         275.945           1.849
0000030690      0000000036         5.002         431.827           2.893
0000030715      0000000025         5.001         299.940           2.010
0000030748      0000000033         5.001         395.921           2.653
0000030770      0000000022         5.001         263.947           1.768
0000030796      0000000026         5.001         311.938           2.090
0000030827      0000000031         5.000         372.000           2.492
0000030848      0000000021         5.001         251.950           1.688
0000030869      0000000021         5.001         251.950           1.688
0000030904      0000000035         5.001         419.916           2.813
0000030936      0000000032         5.001         383.923           2.572
0000030960      0000000024         5.000         288.000           1.930
0000030986      0000000026         5.001         311.938           2.090
0000031011      0000000025         5.001         299.940           2.010
0000031039      0000000028         5.001         335.933           2.251
0000031068      0000000029         5.001         347.930           2.331
0000031101      0000000033         5.000         396.000           2.653
0000031126      0000000025         5.001         299.940           2.010
0000031151      0000000025         5.001         299.940           2.010
0000031178      0000000027         5.014         323.095           2.165
0000031204      0000000026         5.001         311.938           2.090
0000031234      0000000030         5.001         359.928           2.412
0000031253      0000000019         5.001         227.954           1.527
0000031287      0000000034         5.001         407.918           2.733
0000031323      0000000036         5.000         432.000           2.894
0000031355      0000000032         5.017         382.699           2.564
0000031374      0000000019         5.001         227.954           1.527
0000031399      0000000025         5.000         300.000           2.010
0000031427      0000000028         5.001         335.933           2.251
0000031453      0000000026         5.001         311.938           2.090
0000031480      0000000027         5.001         323.935           2.170
0000031514      0000000034         5.001         407.918           2.733
0000031545      0000000031         5.000         372.000           2.492
0000031573      0000000028         5.019         334.728           2.243
0000031601      0000000028         5.001         335.933           2.251
0000031616      0000000015         5.000         180.000           1.206
0000031643      0000000027         5.001         323.935           2.170
0000031660      0000000017         5.001         203.959           1.367
0000031679      0000000019         5.001         227.954           1.527
0000031706      0000000027         5.002         323.870           2.170
0000031724      0000000018         5.001         215.957           1.447
0000031751      0000000027         5.001         323.935           2.170
0000031774      0000000023         5.001         275.945           1.849
0000031805      0000000031         5.001         371.926           2.492
0000031832      0000000027         5.000         324.000           2.171
0000031838      0000000006         5.001          71.986           0.482
0000031839      0000000001         5.001          11.998           0.080
0000031839      0000000000         5.001           0.000           0.000
0000031842      0000000003         5.001          35.993           0.241
0000031842      0000000000         5.000           0.000           0.000
0000031842      0000000000         5.001           0.000           0.000
0000031842      0000000000         5.001           0.000           0.000
0000031844      0000000002         5.001          23.995           0.161
0000031845      0000000001         5.001          11.998           0.080
0000031847      0000000002         5.000          24.000           0.161
0000031847      0000000000         5.001           0.000           0.000
0000031848      0000000001         5.001          11.998           0.080
0000031848      0000000000         5.001           0.000           0.000
0000031848      0000000000         5.001           0.000           0.000
0000031849      0000000001         5.000          12.000           0.080
0000031849      0000000000         5.001           0.000           0.000
0000031850      0000000001         5.001          11.998           0.080
0000031852      0000000002         5.001          23.995           0.161
0000031853      0000000001         5.002          11.995           0.080
0000031853      0000000000         5.001           0.000           0.000
0000031855      0000000002         5.001          23.995           0.161
0000031856      0000000001         5.001          11.998           0.080
0000031856      0000000000         5.001           0.000           0.000
0000031857      0000000001         5.000          12.000           0.080
0000031860      0000000003         5.007          35.950           0.241
0000031864      0000000004         5.001          47.990           0.322
0000031864      0000000000         5.001           0.000           0.000
0000031865      0000000001         5.002          11.995           0.080
0000031866      0000000001         5.001          11.998           0.080
0000031867      0000000001         5.001          11.998           0.080
0000031871      0000000004         5.001          47.990           0.322
0000031871      0000000000         5.001           0.000           0.000
0000031872      0000000001         5.000          12.000           0.080
0000031874      0000000002         5.001          23.995           0.161
0000031874      0000000000         5.001           0.000           0.000
0000031874      0000000000         5.001           0.000           0.000
0000031875      0000000001         5.001          11.998           0.080
0000031876      0000000001         5.000          12.000           0.080
0000031879      0000000003         5.001          35.993           0.241
0000031881      0000000002         5.001          23.995           0.161
0000031881      0000000000         5.001           0.000           0.000
0000031882      0000000001         5.001          11.998           0.080
0000031883      0000000001         5.000          12.000           0.080
0000031885      0000000002         5.001          23.995           0.161
0000031888      0000000003         5.001          35.993           0.241
0000031890      0000000002         5.001          23.995           0.161
0000031892      0000000002         5.002          23.990           0.161
0000031892      0000000000         5.001           0.000           0.000
0000031894      0000000002         5.001          23.995           0.161
0000031894      0000000000         5.001           0.000           0.000
0000031894      0000000000         5.001           0.000           0.000
0000031896      0000000002         5.000          24.000           0.161
0000031897      0000000001         5.001          11.998           0.080
0000031897      0000000000         5.001           0.000           0.000
0000031900      0000000003         5.001          35.993           0.241
0000031902      0000000002         5.001          23.995           0.161
0000031903      0000000001         5.000          12.000           0.080
0000031903      0000000000         5.001           0.000           0.000
0000031905      0000000002         5.001          23.995           0.161
0000031907      0000000002         5.001          23.995           0.161
0000031908      0000000001         5.001          11.998           0.080
0000031908      0000000000         5.000           0.000           0.000
0000031909      0000000001         5.001          11.998           0.080
0000031913      0000000004         5.001          47.990           0.322
0000031914      0000000001         5.001          11.998           0.080
0000031915      0000000001         5.001          11.998           0.080
0000031916      0000000001         5.000          12.000           0.080
0000031917      0000000001         5.001          11.998           0.080
0000031918      0000000001         5.001          11.998           0.080
0000031919      0000000001         5.001          11.998           0.080
0000031920      0000000001         5.001          11.998           0.080
0000031921      0000000001         5.000          12.000           0.080
0000031923      0000000002         5.001          23.995           0.161
0000031924      0000000001         5.001          11.998           0.080
0000031926      0000000002         5.001          23.995           0.161
0000031926      0000000000         5.002           0.000           0.000
0000031926      0000000000         5.001           0.000           0.000
0000031928      0000000002         5.001          23.995           0.161
0000031930      0000000002         5.001          23.995           0.161
0000031930      0000000000         5.001           0.000           0.000
0000031930      0000000000         5.000           0.000           0.000
0000031930      0000000000         5.001           0.000           0.000
0000031933      0000000003         5.001          35.993           0.241
0000031935      0000000002         5.001          23.995           0.161
0000031935      0000000000         5.001           0.000           0.000
0000031936      0000000001         5.000          12.000           0.080
0000031937      0000000001         5.001          11.998           0.080
0000031937      0000000000         5.001           0.000           0.000
0000031939      0000000002         5.001          23.995           0.161
0000031941      0000000002         5.001          23.995           0.161
0000031941      0000000000         5.000           0.000           0.000
0000031941      0000000000         5.001           0.000           0.000
0000031944      0000000003         5.001          35.993           0.241
0000031944      0000000000         5.001           0.000           0.000
0000031947      0000000003         5.001          35.993           0.241
0000031948      0000000001         5.000          12.000           0.080
0000031949      0000000001         5.001          11.998           0.080
0000031950      0000000001         5.001          11.998           0.080
0000031950      0000000000         5.001           0.000           0.000
0000031954      0000000004         5.002          47.981           0.321
0000031956      0000000002         5.001          23.995           0.161
0000031959      0000000003         5.001          35.993           0.241
0000031962      0000000003         5.001          35.993           0.241
0000031964      0000000002         5.001          23.995           0.161
0000031966      0000000002         5.000          24.000           0.161
0000031968      0000000002         5.001          23.995           0.161
0000031969      0000000001         5.001          11.998           0.080
0000031970      0000000001         5.001          11.998           0.080
0000031971      0000000001         5.001          11.998           0.080
0000031972      0000000001         5.000          12.000           0.080
0000031973      0000000001         5.001          11.998           0.080
0000031974      0000000001         5.001          11.998           0.080
0000031977      0000000003         5.001          35.993           0.241
0000031979      0000000002         5.001          23.995           0.161
0000031979      0000000000         5.000           0.000           0.000
0000031981      0000000002         5.001          23.995           0.161
0000031981      0000000000         5.001           0.000           0.000
0000031981      0000000000         5.001           0.000           0.000
0000031982      0000000001         5.001          11.998           0.080
0000031983      0000000001         5.000          12.000           0.080
0000031984      0000000001         5.001          11.998           0.080
0000031984      0000000000         5.001           0.000           0.000
0000031985      0000000001         5.001          11.998           0.080
0000031986      0000000001         5.002          11.995           0.080
0000031986      0000000000         5.001           0.000           0.000
0000031986      0000000000         5.001           0.000           0.000
0000031986      0000000000         5.001           0.000           0.000
0000031989      0000000003         5.001          35.993           0.241
0000031990      0000000001         5.000          12.000           0.080
0000031991      0000000001         5.001          11.998           0.080
0000031992      0000000001         5.001          11.998           0.080
0000031993      0000000001         5.001          11.998           0.080
0000031993      0000000000         5.001           0.000           0.000
0000031994      0000000001         5.000          12.000           0.080
0000031995      0000000001         5.001          11.998           0.080
0000031995      0000000000         5.001           0.000           0.000
0000031995      0000000000         5.001           0.000           0.000
0000031996      0000000001         5.001          11.998           0.080
0000031996      0000000000         5.000           0.000           0.000
0000031997      0000000001         5.001          11.998           0.080
0000031998      0000000001         5.001          11.998           0.080
0000031999      0000000001         5.001          11.998           0.080
0000032000      0000000001         5.001          11.998           0.080
0000032001      0000000001         5.000          12.000           0.080
0000032003      0000000002         5.001          23.995           0.161
0000032004      0000000001         5.001          11.998           0.080
0000032005      0000000001         5.001          11.998           0.080
0000032007      0000000002         5.002          23.990           0.161
0000032008      0000000001         5.001          11.998           0.080
0000032008      0000000000         5.001           0.000           0.000
0000032008      0000000000         5.001           0.000           0.000
0000032008      0000000000         5.001           0.000           0.000
0000032008      0000000000         5.000           0.000           0.000
0000032008      0000000000         5.001           0.000           0.000
0000032010      0000000002         5.001          23.995           0.161
0000032011      0000000001         5.001          11.998           0.080
0000032014      0000000003         5.001          35.993           0.241
0000032014      0000000000         5.000           0.000           0.000
0000032015      0000000001         5.001          11.998           0.080
0000032015      0000000000         5.001           0.000           0.000
0000032016      0000000001         5.001          11.998           0.080
0000032017      0000000001         5.001          11.998           0.080
0000032017      0000000000         5.000           0.000           0.000
0000032017      0000000000         5.001           0.000           0.000
0000032018      0000000001         5.001          11.998           0.080
0000032018      0000000000         5.001           0.000           0.000
0000032018      0000000000         5.001           0.000           0.000
0000032019      0000000001         5.000          12.000           0.080
0000032020      0000000001         5.001          11.998           0.080
0000032021      0000000001         5.001          11.998           0.080
0000032023      0000000002         5.001          23.995           0.161
0000032024      0000000001         5.001          11.998           0.080
0000032025      0000000001         5.000          12.000           0.080
0000032026      0000000001         5.001          11.998           0.080
0000032028      0000000002         5.001          23.995           0.161
0000032030      0000000002         5.001          23.995           0.161
0000032030      0000000000         5.002           0.000           0.000
0000032031      0000000001         5.001          11.998           0.080
0000032031      0000000000         5.001           0.000           0.000
0000032033      0000000002         5.001          23.995           0.161
0000032033      0000000000         5.001           0.000           0.000
0000032033      0000000000         5.000           0.000           0.000
0000032033      0000000000         5.001           0.000           0.000
0000032034      0000000001         5.001          11.998           0.080
0000032038      0000000004         5.001          47.990           0.322
0000032038      0000000000         5.001           0.000           0.000
0000032038      0000000000         5.000           0.000           0.000
0000032040      0000000002         5.001          23.995           0.161
0000032041      0000000001         5.001          11.998           0.080
0000032043      0000000002         5.001          23.995           0.161
0000032045      0000000002         5.001          23.995           0.161
0000032046      0000000001         5.000          12.000           0.080
0000032049      0000000003         5.001          35.993           0.241
0000032049      0000000000         5.001           0.000           0.000
0000032050      0000000001         5.001          11.998           0.080
0000032050      0000000000         5.001           0.000           0.000
0000032051      0000000001         5.000          12.000           0.080
0000032052      0000000001         5.001          11.998           0.080
0000032054      0000000002         5.001          23.995           0.161
0000032055      0000000001         5.001          11.998           0.080
0000032057      0000000002         5.002          23.990           0.161
0000032057      0000000000         5.001           0.000           0.000
0000032059      0000000002         5.001          23.995           0.161
0000032059      0000000000         5.001           0.000           0.000
0000032060      0000000001         5.001          11.998           0.080
0000032060      0000000000         5.000           0.000           0.000
0000032061      0000000001         5.001          11.998           0.080
0000032061      0000000000         5.001           0.000           0.000
0000032063      0000000002         5.001          23.995           0.161
0000032066      0000000003         5.001          35.993           0.241
0000032068      0000000002         5.000          24.000           0.161
0000032068      0000000000         5.001           0.000           0.000
0000032069      0000000001         5.001          11.998           0.080
0000032071      0000000002         5.001          23.995           0.161
0000032072      0000000001         5.001          11.998           0.080
0000032075      0000000003         5.000          36.000           0.241
0000032079      0000000004         5.001          47.990           0.322
0000032081      0000000002         5.001          23.995           0.161
0000032081      0000000000         5.001           0.000           0.000
0000032082      0000000001         5.001          11.998           0.080
0000032084      0000000002         5.000          24.000           0.161
0000032084      0000000000         5.001           0.000           0.000
0000032084      0000000000         5.001           0.000           0.000
0000032084      0000000000         5.001           0.000           0.000
0000032088      0000000004         5.002          47.981           0.321
0000032088      0000000000         5.001           0.000           0.000
0000032090      0000000002         5.001          23.995           0.161
0000032090      0000000000         5.001           0.000           0.000
0000032093      0000000003         5.001          35.993           0.241
0000032093      0000000000         5.000           0.000           0.000
0000032094      0000000001         5.001          11.998           0.080
0000032097      0000000003         5.001          35.993           0.241
0000032099      0000000002         5.001          23.995           0.161
0000032100      0000000001         5.001          11.998           0.080
0000032102      0000000002         5.000          24.000           0.161
0000032102      0000000000         5.001           0.000           0.000
0000032102      0000000000         5.001           0.000           0.000
0000032104      0000000002         5.001          23.995           0.161
0000032104      0000000000         5.001           0.000           0.000
0000032106      0000000002         5.000          24.000           0.161
0000032108      0000000002         5.001          23.995           0.161
0000032109      0000000001         5.001          11.998           0.080
0000032110      0000000001         5.001          11.998           0.080
0000032111      0000000001         5.001          11.998           0.080
0000032112      0000000001         5.000          12.000           0.080
0000032112      0000000000         5.001           0.000           0.000
0000032114      0000000002         5.001          23.995           0.161
0000032116      0000000002         5.001          23.995           0.161
0000032116      0000000000         5.002           0.000           0.000
0000032116      0000000000         5.001           0.000           0.000
0000032117      0000000001         5.001          11.998           0.080
0000032118      0000000001         5.001          11.998           0.080
0000032118      0000000000         5.001           0.000           0.000
0000032119      0000000001         5.000          12.000           0.080
0000032120      0000000001         5.001          11.998           0.080
0000032121      0000000001         5.001          11.998           0.080
0000032122      0000000001         5.001          11.998           0.080
0000032122      0000000000         5.001           0.000           0.000
0000032123      0000000001         5.000          12.000           0.080
0000032124      0000000001         5.001          11.998           0.080
0000032125      0000000001         5.001          11.998           0.080
0000032127      0000000002         5.001          23.995           0.161
0000032127      0000000000         5.001           0.000           0.000
0000032127      0000000000         5.000           0.000           0.000
0000032129      0000000002         5.001          23.995           0.161
0000032130      0000000001         5.001          11.998           0.080
0000032132      0000000002         5.001          23.995           0.161
0000032132      0000000000         5.001           0.000           0.000
0000032132      0000000000         5.000           0.000           0.000
0000032133      0000000001         5.001          11.998           0.080
0000032136      0000000003         5.001          35.993           0.241
0000032137      0000000001         5.001          11.998           0.080
0000032138      0000000001         5.001          11.998           0.080
0000032138      0000000000         5.000           0.000           0.000
0000032139      0000000001         5.001          11.998           0.080
0000032139      0000000000         5.001           0.000           0.000
0000032139      0000000000         5.001           0.000           0.000
0000032141      0000000002         5.002          23.990           0.161
0000032143      0000000002         5.001          23.995           0.161
0000032144      0000000001         5.001          11.998           0.080
0000032146      0000000002         5.001          23.995           0.161
0000032147      0000000001         5.001          11.998           0.080
0000032148      0000000001         5.000          12.000           0.080
0000032150      0000000002         5.001          23.995           0.161
0000032151      0000000001         5.001          11.998           0.080
0000032151      0000000000         5.001           0.000           0.000
0000032152      0000000001         5.001          11.998           0.080
0000032153      0000000001         5.000          12.000           0.080
0000032155      0000000002         5.001          23.995           0.161
0000032158      0000000003         5.001          35.993           0.241
0000032159      0000000001         5.001          11.998           0.080
0000032160      0000000001         5.001          11.998           0.080
0000032165      0000000005         5.000          60.000           0.402
0000032167      0000000002         5.001          23.995           0.161
0000032167      0000000000         5.001           0.000           0.000
0000032170      0000000003         5.001          35.993           0.241
0000032170      0000000000         5.001           0.000           0.000
0000032170      0000000000         5.000           0.000           0.000
0000032172      0000000002         5.001          23.995           0.161
0000032173      0000000001         5.001          11.998           0.080
0000032174      0000000001         5.001          11.998           0.080
0000032176      0000000002         5.002          23.990           0.161
0000032178      0000000002         5.001          23.995           0.161
0000032180      0000000002         5.001          23.995           0.161
0000032181      0000000001         5.001          11.998           0.080
0000032181      0000000000         5.001           0.000           0.000
0000032182      0000000001         5.000          12.000           0.080
0000032183      0000000001         5.001          11.998           0.080
0000032185      0000000002         5.001          23.995           0.161
0000032188      0000000003         5.001          35.993           0.241
0000032189      0000000001         5.001          11.998           0.080
0000032189      0000000000         5.000           0.000           0.000
0000032192      0000000003         5.001          35.993           0.241
0000032194      0000000002         5.001          23.995           0.161
0000032195      0000000001         5.001          11.998           0.080
0000032198      0000000003         5.001          35.993           0.241
0000032198      0000000000         5.000           0.000           0.000
0000032199      0000000001         5.001          11.998           0.080
0000032201      0000000002         5.001          23.995           0.161
0000032201      0000000000         5.001           0.000           0.000
0000032202      0000000001         5.001          11.998           0.080
0000032202      0000000000         5.000           0.000           0.000
0000032208      0000000006         5.001          71.986           0.482
0000032208      0000000000         5.001           0.000           0.000
0000032208      0000000000         5.001           0.000           0.000
0000032209      0000000001         5.002          11.995           0.080
0000032209      0000000000         5.001           0.000           0.000
0000032210      0000000001         5.001          11.998           0.080
0000032211      0000000001         5.001          11.998           0.080
0000032213      0000000002         5.001          23.995           0.161
0000032214      0000000001         5.000          12.000           0.080
0000032215      0000000001         5.001          11.998           0.080
0000032216      0000000001         5.001          11.998           0.080
0000032219      0000000003         5.001          35.993           0.241
0000032221      0000000002         5.001          23.995           0.161
0000032222      0000000001         5.000          12.000           0.080
0000032223      0000000001         5.001          11.998           0.080
0000032224      0000000001         5.001          11.998           0.080
0000032226      0000000002         5.001          23.995           0.161
0000032226      0000000000         5.001           0.000           0.000
0000032226      0000000000         5.000           0.000           0.000
0000032230      0000000004         5.001          47.990           0.322
0000032233      0000000003         5.001          35.993           0.241
0000032235      0000000002         5.001          23.995           0.161
0000032238      0000000003         5.001          35.993           0.241
0000032238      0000000000         5.000           0.000           0.000
0000032239      0000000001         5.001          11.998           0.080
0000032241      0000000002         5.001          23.995           0.161
0000032242      0000000001         5.001          11.998           0.080
0000032244      0000000002         5.002          23.990           0.161
0000032244      0000000000         5.001           0.000           0.000
0000032245      0000000001         5.001          11.998           0.080
0000032247      0000000002         5.001          23.995           0.161
0000032247      0000000000         5.001           0.000           0.000
0000032249      0000000002         5.000          24.000           0.161
0000032249      0000000000         5.001           0.000           0.000
0000032249      0000000000         5.001           0.000           0.000
0000032249      0000000000         5.001           0.000           0.000
0000032249      0000000000         5.001           0.000           0.000
0000032251      0000000002         5.000          24.000           0.161
0000032251      0000000000         5.001           0.000           0.000
0000032253      0000000002         5.001          23.995           0.161
0000032255      0000000002         5.001          23.995           0.161
0000032256      0000000001         5.001          11.998           0.080
0000032258      0000000002         5.000          24.000           0.161
0000032259      0000000001         5.001          11.998           0.080
0000032260      0000000001         5.001          11.998           0.080
0000032263      0000000003         5.001          35.993           0.241
0000032263      0000000000         5.001           0.000           0.000
0000032263      0000000000         5.000           0.000           0.000
0000032267      0000000004         5.001          47.990           0.322
0000032268      0000000001         5.001          11.998           0.080
0000032271      0000000003         5.001          35.993           0.241
0000032272      0000000001         5.001          11.998           0.080
0000032272      0000000000         5.000           0.000           0.000
0000032275      0000000003         5.001          35.993           0.241
0000032275      0000000000         5.001           0.000           0.000
0000032277      0000000002         5.001          23.995           0.161
0000032279      0000000002         5.002          23.990           0.161
0000032279      0000000000         5.001           0.000           0.000
0000032282      0000000003         5.001          35.993           0.241
0000032285      0000000003         5.001          35.993           0.241
0000032287      0000000002         5.001          23.995           0.161
0000032287      0000000000         5.000           0.000           0.000
0000032287      0000000000         5.001           0.000           0.000
0000032288      0000000001         5.001          11.998           0.080
0000032289      0000000001         5.001          11.998           0.080
0000032289      0000000000         5.001           0.000           0.000
0000032290      0000000001         5.000          12.000           0.080
0000032291      0000000001         5.001          11.998           0.080
